head	rel	tail
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	r-rE42UNJVLLdPBem0gsOFqg
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	r-AUWZKXNILuO-U3n7XD0pyw
u-2Z4l-vekzp0KGheeUoSxQA	DROVE_FROM	r-2T2WRcX3E-5eobRfu3_xuw
u-gJqr0dtJQHt6CAzcm-n8lQ	PICKED	u-2qLQOJHBuGQTwoIFnMFmRg
u-fMcplBt_OQ7V-TQusZmTGw	VISITED_ON	u-tRmW0n2d_Q4c_TXqfUSINA
u-TotJG9Wuji9m5m3KhLWajQ	REMINDED	r-01MXNrlejM01po2x_eQKqQ
u-AOvL-UrNpwqxf9zBJ4mN_w	REMINDED	u-wk0WEfRf8y0SK4JWcC-S9w
u-O0evs8847ecEkeFMEuK4PA	REMINDED	Rice_Pudding
b-TAnzFr9NixvCbvUdJMWL5Q	FINISH	u-UmW5fjnUowmdlgvkrtihVw
u-h3q-Y8pf1-_0jKgdEj29Uw	VISITED_ON	u-4lvyTtfuz4a1NuOwH22jMA
r-U1I-KlfZcUudt-vSJslALQ	DROVE_FROM	u-1mWIqaYBzZAoz9dElYm9dw
u-W7igKTvhP1eS2WwUhrBNOg	REMINDED	u-nNIab_zVaJhY9X0285mILw
u-3zdB0SSrXIDIgsrOmhdUtQ	REMINDED	Ridiculous
r-2gcMSTZSRZQMpMBIDPrZrg	GETTING_FROM	Lamb_Shank
u-7jL3l2fLoMIYPCBqhByagw	REMINDED	r-WVBsawXezF8NNftG6A2sIQ
u-eSqCqWxdazlz9KGlNC7g_g	REMINDED	Chicken_Momos
Shrimp_Pekoras	CHICKEN	u-IgjjNyJt8l_SKcl0KPYgVA
r-tgIRhwVrmbr87wZPAiemQA	GETTING_FROM	u-0LUt7xSvYgLpL0zBezI5QA
u-Kp41QyEY4z9q48VdRPtdEg	REMINDED	r-9gaymiZ46xlKBSFscZeyBA
British	GETTING_FROM	r-xZ9ooYGr37uSskMEFoCdqg
Quiet	PICKED	u-U5YQX_vMl_xQy8EQDqlNQQ
r-uqe0-SIqH7HKWSGNt1sRGQ	CATAPULTS_TO	r-T9NHVkcY-_NTdQi5tRX9Ng
u-2CO_7FLwYQNPgvhtFHZHjA	GETTING_FROM	r-16EquhLtluC7UeZRWdxjiA
r-YyEmP7YIJYgsZDW2cTxDag	FINISH	r-yGS_Z4lCPWV6laG-xLTjaQ
Lamb_Shank	PICKED	Kingfish_Beer
r-li5UBYbrB2eHv2WDRqcpwQ	GETTING_FROM	u-kmC8nIGdQeLUOBCgRDzS8g
r-e4X4ulW39K72b5RT711soA	FINISH	u-m35ODBrr76JYr20nxoMg_w
r-3TgtF4SvYdchMA39otX34w	CHICKEN	Sorry
u-qewG3X2O4X6JKskxyyqFwQ	FINISH	u-FuDerME3t0XjuaPTrNfW_g
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	r-4HUsvrISAQkRZHyPfo2t1g
r-QhLritd5w-VUfhcPSc4DQA	CATAPULTS_TO	r-rlVAMQXX4H_diXQ5UPt6IA
r-UGQ0mBQCI9sj6_WoELZFaw	FINISH	u-EPrjJQP35muVElDb18Fddg
r-MKQqXAqnCjz4wae3ydP6dw	FINISH	u-bzd8lvH0L8yTl91SkMjodQ
Nightlife	DROVE_FROM	u-aEdwKSzDnHIadYuWya5y_A
r-QhLritd5w-VUfhcPSc4DQA	CATAPULTS_TO	r-16EquhLtluC7UeZRWdxjiA
Veg_Dum_Biryani	VISITED_ON	r-GQXZ_jZTd1Qwdj7opaYQyQ
r-QN3uRW0-8n1SNBjhV3OW8Q	FINISH	u-7O1_x_3IlgjpY9BkiZ16xQ
u-TotJG9Wuji9m5m3KhLWajQ	REMINDED	Variety
r-gxySo0jwOL_Uy6wi7grABA	REMEMBER_FROM	u-0x06Uz53mB1MMUlG27B2tg
r-7RV5KVom4e-BP9tGG8zx5g	GETTING_FROM	r-nWULDQaeQQYo6meLdQHjDg
r--Slv6ixQ9PZFW2pWoyHWYA	GETTING_FROM	r-AZQ21cTR4a4kc7hZZV_IEQ
u-fpS84y0mYBGDDIO3BeegHw	VISITED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
r-3TgtF4SvYdchMA39otX34w	PICKED	Mango_Dacquiris
u-_M1x55f8MEAIL8_Luon97Q	VISITED_ON	u-olilkogLmuKWp00F_8Au3g
u-ddPkNUNPtp-aaqjUgsTxBQ	REMINDED	r-Q55mC6bdBtY3YU5kN2UyiQ
r-5PwzpIhbP8fqWPbDBKJpJg	GETTING_FROM	u-eeHkL577GLoekAV9TsTTkA
Vadas	VISITED_ON	Egg_Rice
u-tuDcXNqAks4oFPwPoQrkxg	FINISH	Curry_Dish
u-xDVaF_b3RhqinCyAb52LUw	FINISH	u-5va7EaFaVnY4rizHnyX8dw
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	r-s14osStJxVvMXpiyrJZcUA
u-gGBvIbHi5_a8pbWfwEvslQ	VISITED_ON	r-pB-eC9cvGuI-SqhLO625YQ
r-056kmEBBiEIhWPjouZwkCg	GETTING_FROM	u-eSqCqWxdazlz9KGlNC7g_g
u-x8GuHHp7EJylrrq9HqL0fA	PICKED	u-U5YQX_vMl_xQy8EQDqlNQQ
u-ulk3n0JW8tWnQ83C7m8z9A	FINISH	u-86B_MbIwXck16ioc8c01VQ
u-oHhVWpUvGX_OAmtc9XRPMQ	FINISH	u-pDAkN1bGqHjpyXy-l0CoAg
r-W6o8RpD3xWp3jyichG9Rvw	GETTING_FROM	Buffets
r-JmaIRCVHRZZMkpacl6J2ng	PICKED	u-3cbiF3roJdzvsp4heS2c5g
r-3TgtF4SvYdchMA39otX34w	REMINDED	u-RfINmpF81jUmeXkW_KmB1w
u-ZNv8sAYX-1V2jEv2luBRAA	VISITED_ON	u-4lvyTtfuz4a1NuOwH22jMA
u-4lvyTtfuz4a1NuOwH22jMA	REMINDED	Worthy
r-WFurjGZiGZLwqEno9Q9m7w	SERVED_ON	u-x8GuHHp7EJylrrq9HqL0fA
Pav_Bhaji	VISITED_ON	r-wnHZKjrglm_65dFULTYNyg
u-dvwFC5u09dbG_16AeNKBmQ	GETTING_FROM	r-v3iBePMr1cUvWY7lKlQUHA
u-aBjUd4riPiGBCGpWMCH7cw	REMINDED	Kebab
u-kPhhm_zcIsNYYtQthLX92g	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
r-yYs7WnBMoZdYsKOM7DYpXg	REMINDED	u-9edrQVzXhtfspzBAarabFw
u-MFnXQb1R1IGLL_-W4oflJw	VISITED_ON	Dirty
r-GQXZ_jZTd1Qwdj7opaYQyQ	PICKED	r-ranTwwiHFn2k0u-3e9Ok_w
u-72binVGkuOlQ5VAF7fgeYA	REMINDED	u-BWMtteGOa6rntC1cc9dIDA
u-XgmEAWKBxlQ3vetV5ZXeow	CATAPULTS_TO	Medu_Wada
u--d2daWmftYumOaYpbD5D8Q	CATAPULTS_TO	u-kmC8nIGdQeLUOBCgRDzS8g
Unreal	FINISH	u-vlou5a25r_5D5Pk2Yk3NLw
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	u-prpOBEbyb1HD26t4755gtw
r-dBmUB6k4X-i6C48dU4CKaA	FINISH	r-cSUbj-rv-s88JpKjmX2_6g
u-S9F2a5MxI22ke1LX7JnIxg	PICKED	r-nna65G0LcX66W1N8aaJFUQ
r-JmaIRCVHRZZMkpacl6J2ng	REMINDED	u-nQdeDxykYTI-0YDfmel3JA
Quiet	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-0-stf0NJOCI4SvVG86gqYQ	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
u-nLADCnXaYRlx4jYJcHcGdA	FINISH	r-GNBaYu1Zmko2RvN-UCJW8Q
u-ya8KfOxGRUlP7bOutxedqA	VISITED_ON	u-kmC8nIGdQeLUOBCgRDzS8g
Masala_Coffee	VISITED_ON	Dirty
u-ddPkNUNPtp-aaqjUgsTxBQ	REMINDED	r--Ws7S1quStkBlNTfQ_bSgQ
r-tpTkBwMICuPQnHbAOqgxWg	VISITED_ON	r-buUZ8lssJrqB6TzyHNSlvQ
Chick_Tikka_Masala	SERVED_ON	r-JmaIRCVHRZZMkpacl6J2ng
r-1bDRX0VjzbjRjsgFF5-oSA	VISITED_ON	r-o7cYgVoPYaLrJV9au86F5A
r-CmEo4lFkSh85UwZ_m7g8vQ	DROVE_FROM	r-W77W48XgerisG1sOOJyL7A
u-X9sQEge15Ud_UyEoIk-l3A	PICKED	r--YrjHqIBv3iXtDP4Oho2-g
r-v3iBePMr1cUvWY7lKlQUHA	REMINDED	u--w3ArCgWBRPj-MM4X8Im5A
u-mK_kHEUabQJW5oOJwdOvmQ	CATAPULTS_TO	r-286WxNrQsUg32J9OJrxYBw
u-x8GuHHp7EJylrrq9HqL0fA	REMINDED	u-R_TJQ6Hy1BtOYK_hCl25bQ
u-NTWjKabDCS5KBryITdV72A	GETTING_FROM	r-pB-eC9cvGuI-SqhLO625YQ
Chaat_Dosa	GETTING_FROM	u-W7igKTvhP1eS2WwUhrBNOg
u-SCqi8N3vP4qIcF5ezzWzzQ	GETTING_FROM	r-aFPjqclPBIiTkyW1bYAjOA
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	u-x8GuHHp7EJylrrq9HqL0fA
u-9tY4wJuJ5_HFW2CwfNoIIQ	FINISH	u-tsIYfjjy4ds3ImlnJ1PHdw
u-9Ps53-JoheeX9pFbRpahRg	FINISH	u-pj5MOVaZkHmgCD0Atxw0wA
u-TPP7VI9CRetVUVIeeZoMRw	RECOMMEND_FOR	r-Hb09_FIWLdMDpRBXeUHVuQ
r-x6Nc-r4Svu5nRMHePhFqYA	FINISH	u-9_FDFDwy1-DsmAwMk3VjHw
u-Rg0sroYoSGcPh98VTuNwYA	LOOKED_LIKE	r-pyZd5ups1jEmoQsRum9V2Q
u-JI4plEaLm5N8rxt8zpcJwA	FINISH	u-waffoafSdOleXdxQtkwxxg
r-ohzsELKFmjGOM9vDSxa3DA	FINISH	r-z_sSr4k0ypTUTvsv5r6hAg
r-W-1hWCGl-XZ6RVIlbx8_pA	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
Cocktail_Bars	GETTING_FROM	Lamb_Shank
u-eeHkL577GLoekAV9TsTTkA	PICKED	Dhal_Makhani
r-g0ZwcMNPb5z8XaYhY-DErw	VISITED_ON	r-wnHZKjrglm_65dFULTYNyg
u-XCRZlj1aTmH0JoFJSZ0GSg	VISITED_ON	r-LDlo6zndFbVUx0ukhMDx8Q
u-ckBI6eKWCL-OwT_MAwwZiA	DROVE_FROM	r-2T2WRcX3E-5eobRfu3_xuw
r-6iYuO2eDWIIPbT21k1cLxQ	PICKED	u-clbgEJ2sZAac02ALkIlgxw
r-uqe0-SIqH7HKWSGNt1sRGQ	CATAPULTS_TO	r-LDlo6zndFbVUx0ukhMDx8Q
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	u-Ld_xQB6-NJKvNBPiGqQtug
u-z01bY3_w1GieMWOvQHznRA	VISITED_ON	r-Vjw4CEZpp6ZHCWAAUHAjqw
Lamb_Lollipops	VISITED_ON	u-eeHkL577GLoekAV9TsTTkA
r-XcJg4_THRA5HFDzcc0t0Rg	GETTING_FROM	u-tRmW0n2d_Q4c_TXqfUSINA
Scallops	VISITED_ON	Dirty
u-K4OcWrU4gcirSqATZ99nKg	FINISH	u-gofnmwo5ptoEnQI47zCBYg
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-zfPfqvpnG1BKHQH2yGg4ZA
u-oidxkygM87Wg7STVTb6faw	FINISH	r-NdOLuNEkNqAQFG7lAFWbZQ
u-SxMBY64n31UHPjxzIastUg	GETTING_FROM	u-4lvyTtfuz4a1NuOwH22jMA
r-HB_OzUZylltb0nl1Q9YvaA	VISITED_ON	Lamb_Shank
u-SDsVaBzPJr8fdY4-m5bjdw	VISITED_ON	u-0LUt7xSvYgLpL0zBezI5QA
u-iBofWBmQqEnXJAzQVuhS7Q	VISITED_ON	r-VOl3Xvl--GjzkdvJ2Bd9Tg
r-JmaIRCVHRZZMkpacl6J2ng	PICKED	u-xneOtZp6CfskRuBEy3hIXw
u-cPKCbAf-XlMoGlDHLgPpYQ	VISITED_ON	u-7jL3l2fLoMIYPCBqhByagw
u-l5_g5z9eOeXEMhA2x2lIog	PICKED	r-orXtWwff_vNgrvqbvFv3RA
u-a1MoFM7R0lO8Y3jsWrnODg	VISITED_ON	r-aFPjqclPBIiTkyW1bYAjOA
u-mK_kHEUabQJW5oOJwdOvmQ	CATAPULTS_TO	u-olilkogLmuKWp00F_8Au3g
r-wiVDNBQB7rfNmsw347fPrA	PICKED	r-WViavLIa1wmRKaC-kTZDew
u-zC2DbfEv-Whzcgg7KEQGXg	GETTING_FROM	u-O0evs8847ecEkeFMEuK4PA
r-pB-eC9cvGuI-SqhLO625YQ	PICKED	u-P8jmRph25j1PxG6__HKDJg
u-ckIQDdwuyDkVk_GRsRy46w	REMINDED	r-gMpRTBXBs5XbXePn5hibdg
r-YO_HEj1RO9h7e86Lvjkkyg	PICKED	u-oenzGqlVMNpVq_Qrn6iAjA
r-2T2WRcX3E-5eobRfu3_xuw	SERVED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	r-IqNCCR8pK4gJlOvcIUE3YA
u-72binVGkuOlQ5VAF7fgeYA	REMINDED	u-NjBbyIIgpN8lHolFh4nUOw
r-jEdKIGVF1iD-ogg9ImrdCQ	GETTING_FROM	Medu_Wada
u-2K50D1mnCCO1sLcsABEQlw	PICKED	u-2U9yYe623iFuWICTIgDMQw
r-ZwSuGnOpiRB-EoPiE8puag	VISITED_ON	r-LDlo6zndFbVUx0ukhMDx8Q
Meat_Samosa	GETTING_FROM	u-S9F2a5MxI22ke1LX7JnIxg
u-3SD6uRqJ7jwwNn7wekFm3g	GETTING_FROM	r-buUZ8lssJrqB6TzyHNSlvQ
r-_Yfcpl642gyEH7yrjdIKew	GETTING_FROM	Quiet
r-GLswLPH1-w-c8k68DZqAAA	FINISH	u-uoLHLVYtFo62e1oBhT8J5w
u-AOvL-UrNpwqxf9zBJ4mN_w	REMINDED	Parking
u-LEFsjetoUEyWTiOLq9xkyg	FINISH	Cauliflower_Dish
u-6x3aIb8SLZcOFcHEcWBLog	WENT_TO	r-JckCEB5nmwsYAe8_0lhtCA
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-T9NHVkcY-_NTdQi5tRX9Ng
u-UciQosDMxu03un88j-F3pg	VISITED_ON	u-TotJG9Wuji9m5m3KhLWajQ
u-Q4W700OKMIR8wtj0V-CAjA	EATING	u-0iSQF1skfJaZz0ftEmgumg
u-tRmW0n2d_Q4c_TXqfUSINA	PICKED	u-yzUXuSyKNJcHpoPBcjjQIw
r-U5AAVIZPGCpeXkxB-IIf0Q	FINISH	u-tf_tEwkYdV_DjSX4L0MZdA
Egg_Rice	PICKED	u-xneOtZp6CfskRuBEy3hIXw
u-bjByM_iS9nRMOvooT_wH2w	GETTING_FROM	u-x8GuHHp7EJylrrq9HqL0fA
r-WtIO7NPLFq3ULWsRbqBoeQ	FINISH	b-Pzs43Fkub-6A9hA1zqpF_w
u-AOvL-UrNpwqxf9zBJ4mN_w	REMINDED	u-JdUtLfZbo5IvqM6ziNLJSw
Gulab_Jamon	VISITED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
u-mK_kHEUabQJW5oOJwdOvmQ	CATAPULTS_TO	u-4lvyTtfuz4a1NuOwH22jMA
r-8szbxshfe97NOLtOJ9_Kmw	VISITED_ON	r-zerZabI-xjJAbX5YhrbIdA
r-flKJA2Su_5UwYWHW3ScsPw	REMEMBER_FROM	r-KSfyfW47FkLOLV6-1MucaA
Unsure	GETTING_FROM	u-Rg0sroYoSGcPh98VTuNwYA
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-xZ9ooYGr37uSskMEFoCdqg
r-S4WG2y5pyZBVwzfrlY6W5Q	FINISH	r-VuWM8LbnIBF0Rh03wm2gBQ
Quiet	REMINDED	Sindhi_Biryani
Hakka	FINISH	r-QBGLfW4gnrOzwQl9yUAqJw
u-h7jpFoGLgBtCUHpSt6QOrA	CHICKEN	r-zTPuj680mDAKDOuGZZOPgQ
u-1mWIqaYBzZAoz9dElYm9dw	SERVED_ON	r-wnHZKjrglm_65dFULTYNyg
r-5mEg0anFj_XMqOFuXtCP8g	GETTING_FROM	r-VOl3Xvl--GjzkdvJ2Bd9Tg
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	r-XaNwHucJt8WSNruUTaONyQ
r-pbRATggpEmfM6u8qCJidWg	FINISH	r-NnXcSPVFuYdVIReu0JrdDg
r--8TnC9Cfr66I044ejSIKwg	VISITED_ON	r-nWULDQaeQQYo6meLdQHjDg
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	u-zSl68XFwisQyr_TDXQj3ow
r-sdGD8944Rw73AcMl8bdSvA	FINISH	r-uJn6FfOHepoMyHV6digPnA
u-T0qWj1HL2mg_FGpdNkedlg	GETTING_FROM	r-SuLSMFVvTllJ6Xwrh5IuVA
r-FKAQCd7guO_o6oHTTyTepg	FINISH	Samosa Chicken Vindaloo
u-Iv-dbHr2ZTsb8mrd_KDR8g	CATAPULTS_TO	u-UAULEDfAO5LMZh5l4bIVJw
r-3ZiEZpwbJ3qHORdYeQ62Qg	FINISH	Downfall
r-ZuvFZ3zy9dk8X3tkIMgYAw	FINISH	r-im0iOHwJ-FRaVtYhWB6Y8Q
u-pmeGrUv6S22pf38FTRYCzg	REMINDED	r-J2rnzn6uyN_FZUUbeOAloQ
u-S9F2a5MxI22ke1LX7JnIxg	REMINDED	u-dwBPLpjJ95eM73_RyuL2tg
u-Ex_dhn0qRooXeUiVAYihcQ	GETTING_FROM	u-72binVGkuOlQ5VAF7fgeYA
Egg_Rice	CHICKEN	r-zTPuj680mDAKDOuGZZOPgQ
u-MGS4xcClMRZ2SYlmWdv5WQ	GETTING_FROM	Quiet
u-r8ifFR-vEmD-h9LdrR22Uw	VISITED_ON	r-v3iBePMr1cUvWY7lKlQUHA
r-UPI1kdowVdk_wwR4Z8-wTA	REMINDED	Parathas
Vegetable_Biryani	REMINDED	r-2XA05MJdMa4iyWWGKxBCxA
r-xZ9ooYGr37uSskMEFoCdqg	REMINDED	Tomato_Curry_Sauce
u-9aWvlYoTKBYKEqjRYjuZIQ	FINISH	r-Y3OWbwg6-elp2viwW8XzKw
r-dWk_YkzguQVfSEBetOPUTw	PICKED	r-CmEo4lFkSh85UwZ_m7g8vQ
u-AayiOKLJ3u20zhOChF6RmA	REMINDED	r-KdfhHfydjb-MktcyMqeE-Q
Unbelievable	GETTING_FROM	r-nWULDQaeQQYo6meLdQHjDg
b-7xA6iSP0Ndn08tpBFQtUKA	VISITED_ON	Food
u-igyGxhWDqwLYrAarm32CKQ	VISITED_ON	r-LBMH067jwhB6opyW1rpauA
r-FxzSWrKVtJcc9pmcDdzDpA	DROVE_FROM	Chick_Tikka_Masala
r-3177hOb2wQi2Bpt4NRlhbg	FINISH	r-KDkXbHPh_VUPTCeMseOz3Q
r-0TBvI95T0EP6IeBVYOW7Cw	REMINDED	u-JtAoso0Ze87DWqnmI5qorA
r-DUGenMP6NhtsKH3XQy_Wqw	GETTING_FROM	u-kPhhm_zcIsNYYtQthLX92g
r-Thl_BWjOGUNZACDuHFlMkw	GETTING_FROM	Shrimp_Pekoras
r-wiVDNBQB7rfNmsw347fPrA	LOOKED_LIKE	r-bUldmdKiiINDVb79ot_veA
u-dlYWvO6H80qteMucEVPeKg	VISITED_ON	r-0-stf0NJOCI4SvVG86gqYQ
u-eeHkL577GLoekAV9TsTTkA	REMINDED	r-xUrMUNCK5w0yEk4E6jTzXg
r-Ab-xp9t6s8k145-nZFE-SQ	VISITED_ON	u-mRv0t_dmwWZzm0-gFBnRlA
r-buUZ8lssJrqB6TzyHNSlvQ	REMINDED	r-9G3IL2DEYUbDwDBFb173hA
u-eKfWWRDvDRmO9h9E8_WpcQ	GETTING_FROM	u-mRv0t_dmwWZzm0-gFBnRlA
r-fG4OSYNDFTCMmne8QrQaPw	GETTING_FROM	u-Rg0sroYoSGcPh98VTuNwYA
u-X9sQEge15Ud_UyEoIk-l3A	CONVINCED_WITH	u-aMzH2Ev7prWMJ1UMJlndCA
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	u-m66JEwIVUq_uQU06nWFHYA
r-w9RT7edK0gPKUsT6jZkpnA	VISITED_ON	u-eSqCqWxdazlz9KGlNC7g_g
r-46GrMV8DVHOaFONU5AYHBw	PICKED	u-X12ACTgVYCp9nkLVeq-59g
u-0LUt7xSvYgLpL0zBezI5QA	REMINDED	u-MWtrV8O5NclWPrNvsxUVXg
u-2w-u6meVnnX_gEsOg7p4BQ	VISITED_ON	r-zerZabI-xjJAbX5YhrbIdA
u-ACxJcxfJyAiEqMvOlx1EYQ	SERVED_ON	u-olilkogLmuKWp00F_8Au3g
u-ya8KfOxGRUlP7bOutxedqA	GETTING_FROM	u-ddPkNUNPtp-aaqjUgsTxBQ
r-1WAasYJAF9YybFuKs8vdsg	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
r-KTBfOGtOzdgi4GwCnEngBg	VISITED_ON	u-Rg0sroYoSGcPh98VTuNwYA
r-DPs8H0h3rQi86xsS1hC4zg	FINISH	Lamb_Rogan_Josh
r-RC0TCm156bDm-M33GSnugA	SERVED_ON	u-0LUt7xSvYgLpL0zBezI5QA
r-QK6MXH85A6xpALKuqGnnRg	FINISH	Saag_Shrimp
r-3TgtF4SvYdchMA39otX34w	DROVE_FROM	r-g0Z_xbVsSbKK2DtACGWecw
r-zerZabI-xjJAbX5YhrbIdA	PICKED	r-LwK60Lj00GBNprAP_LMJ2g
r-zLPy05_IaoH-eUkm62zzUg	VISITED_ON	u-2K50D1mnCCO1sLcsABEQlw
r-HOAoq0kJ_3Bye6TBuDg4ag	GETTING_FROM	u-h7jpFoGLgBtCUHpSt6QOrA
u-zmkfyobdU1ZGm_xXIMFOzQ	VISITED_ON	r-wnHZKjrglm_65dFULTYNyg
r-JmaIRCVHRZZMkpacl6J2ng	PICKED	u-j8QBuUMiTwlQ4WkA3lPFSw
u-n9wtE7l3ZUbMMgJo4I6N8w	FINISH	r-jRoaVN92eXAvYMcMbyh-bg
Dahi_Sev_Puri	GETTING_FROM	r-46GrMV8DVHOaFONU5AYHBw
r-sqPuNUX4in1ZGqdQG7p8wQ	VISITED_ON	r-VOl3Xvl--GjzkdvJ2Bd9Tg
u-93-9YVtwkn0b5k1VsyMiOg	VISITED_ON	r-VKuxE-N_DJvmy9Vw2rTyCw
Chick_Tikka_Masala	CATAPULTS_TO	u-jqp5BEMzEUIWTCt6pezS2Q
r-aaSedPdCO5BEyfWId4QgPA	REMEMBER_FROM	u-hr-ZynlC46UuZ5_mZPe2Ng
r-e7PalptE5Oka43qy_Vbz2Q	FINISH	r-k18c5rmT6DdZSIbGSkfEdQ
u-kFxUTucJzwiQnMsCOOb-eg	VISITED_ON	r-JmaIRCVHRZZMkpacl6J2ng
Garlic_Naan	REMEMBER_FROM	Chana_Masala
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	Firni
u-u5aA2ljFrhY8IXERY9-E1Q	VISITED_ON	Vegetable_Biryani
Chaats	VISITED_ON	r-yYs7WnBMoZdYsKOM7DYpXg
r-JmaIRCVHRZZMkpacl6J2ng	REMINDED	r-uJY5uhXIDEy-JnlQW0hvWg
u-59YqfjPWX3RfEKETXAXGTA	FINISH	r-ubt_K4BWuQrMMRc1bedxkg
r-wnHZKjrglm_65dFULTYNyg	PICKED	u-i_V_Pfti84h3KWY-HtUiWA
r-zyiMLBBqAi2xbzxM3LtwQQ	CATAPULTS_TO	u-tRmW0n2d_Q4c_TXqfUSINA
r-ClC_pa66IYdc1uLYnD_Mew	REMEMBER_FROM	Kingfish_Beer
r-C0PxgSsOd0i4CLxdXHG1bA	FINISH	u-jT5DPVcepEx5dKZC3_3geQ
r-W77W48XgerisG1sOOJyL7A	CATAPULTS_TO	r-VKuxE-N_DJvmy9Vw2rTyCw
Dirty	PICKED	Nightlife
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	r-jf-0ehGQhVkX3FtPcPkHpw
r-JPYjc-Vi-TnpiHh7CLTBMg	GETTING_FROM	r-LBMH067jwhB6opyW1rpauA
r-J2wyzyMZzgQtkyBu9mk7PA	REMEMBER_FROM	u-LyjEBN-9r5BLStzwBgIfXg
Dirty	PICKED	r-SFfOxTEMh9Lv3MP8rPKp-Q
u-h7jpFoGLgBtCUHpSt6QOrA	REMINDED	r-2K0IUPCZoeZC5e6zGd17PA
u-up-mcezRNykPU1RvfNFt0w	VISITED_ON	r-wiVDNBQB7rfNmsw347fPrA
r-LBMH067jwhB6opyW1rpauA	PICKED	r-oFn6-AVkMAYUzcVjL3X6eA
r-Uy3brZfqW-XjMArs_f9_3A	FINISH	r-k2NQgEFKQF2PTAh-ClbsBg
Dirty	REMINDED	Achari_Chicken
r-nWULDQaeQQYo6meLdQHjDg	REMINDED	u-JyKCie9noLFJeLKj_SbtTw
r-Ivpu3VjJXmLd-RiUBv5iEw	FINISH	r-BOV5SAYaqMCFbJQphdzjIQ
Toronto-Canada	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
u-PS57qKDqNUlsLlsOxF00qg	SERVED_ON	r-wnHZKjrglm_65dFULTYNyg
Tempe	REMEMBER_FROM	u-nszzLIrhrbJRDNOX0W50Fw
r-IsX2uIp6D1fpI5jQ6nv7RQ	CHICKEN	Tender
r-YO_HEj1RO9h7e86Lvjkkyg	REMINDED	u-bA5XwwhTGTTAxmT-mufelQ
Smooth	SERVED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
u-72binVGkuOlQ5VAF7fgeYA	PICKED	u-U5YQX_vMl_xQy8EQDqlNQQ
u-SDsVaBzPJr8fdY4-m5bjdw	FINISH	r-cqy1ChFLqCcWWH6OH2a-mA
b-V_jIfMz9Z7a5mthleRq0_w	FINISH	Tikki_Marsala
u-kmC8nIGdQeLUOBCgRDzS8g	REMINDED	r-GNBaYu1Zmko2RvN-UCJW8Q
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	u-z6qIyc-_oIbgDWAembZ04w
u-Rg0sroYoSGcPh98VTuNwYA	PICKED	u-3aGRbM1U4iABY7CLsMOxFQ
Beef_Samosa	VISITED_ON	r-JmaIRCVHRZZMkpacl6J2ng
u-LRvzPlhYLEvuNRkE187d8g	VISITED_ON	u-S9F2a5MxI22ke1LX7JnIxg
r-r_6eIbI3dbkYmHd7b0GuZQ	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
u-W7igKTvhP1eS2WwUhrBNOg	REMINDED	u-z-9-XZdrmRrOFpMKAQ2rvQ
r-aFPjqclPBIiTkyW1bYAjOA	PICKED	r-SRfdenucLXIogyBUDdtp-A
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	u-AQcMZ74yQNx7JsdD-QQ0SA
u-7P2IdshiNUpQq4FBvuO3pg	FINISH	Crisp
u-ucN8fPTCBMc6jRroMkHFdQ	FINISH	u-241yCoSHWB1ZEPKrL1rvLA
Cheese	FINISH	u-qKouAIYF449_WgWbjaPLAw
r-1WiLU9JXWsD6UWofZDyzLw	VISITED_ON	u-8BJ4VEi11-XN8a-rqjo3Qg
u-2c0R5c7lCLq81N9hH70FAA	REMEMBER_FROM	u-k-wA4IGgPBsrljO0ZnCeug
r-FEfubmVb_RXD_ZZnTuPmsg	FINISH	r-0shxedzIeEfkD-O2tA3JFA
