subject,predicate,object
Food,IS,Food_Cold
Food_Decent,ASPECT_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
u-a2Be101PSppC7tfQIQQMwg,WRITE_REVIEW,r-9SMa89pQ5ktWgaBgzokk4g
Food,IS,Food_Excellent
u-dhiHHGef4l7-L_F7yoaxDQ,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
u-IoEg3YNEGynDxbpUW5vEcg,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
Food,IS,Food_Great
u-Y7UHVWCy6eUqhZ3Q7wY4pg,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
b-0cf-w9PK5gLkBkitL3bdqw,HAS_REVIEW,r-6CRMy2UWySqPj9COLVwEjg
u-BRPK2iFVfDhogu89HMjjsQ,ORDER,Mango_Papdi_Chat
u-TB9ibgXVrq1B7-fajbsu8g,VISIT,b-CB99Ifh4OnBTnuNdRjj_fQ
u-7ONuU_6euJoF1w3xfvEL7A,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
u-MDfu5QIJSoHuTnIEWF0wgg,WRITE_REVIEW,r-QBMItve-ya4E2d3l0Op-Dg
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-_3uzDp7SuXmFjq_HFsCh-Q
u-h0I57hIQ57uS7AgsHQv7Qw,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-AR74EjVhaqxtmbWCFbny4A
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_MENU,Samosa
u-sJ-NdVJt6LSKUQjqoZeNiA,RATE,b-0Hy2VE9tqTo4QbovMz3xrQ
u-wc-ImFPko38VG4Rx9DEqNQ,WRITE_REVIEW,r-dG5ut--tcjxoJjN48k13oQ
u-1ACkCe88DC97bHlTciJbNw,VISIT,b-5VOqWjRXUPc7b1A_NSI9mQ
Food,IS,Food_Fresh
Dum_Biryani,IS,Dum_Biryani_Perfect
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-E6J7qD_xiNyWFnzsLmZWUA
u-BdP8xKV5PXqlkXR60OX5Cg,RATE,b-f7RXwcus_-EOsR0q5ctVjw
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-iwOMS1n3YMWMDh1BGf3TXg
Food_Good,ASPECT_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
Beef_Wellington_Bites_Amazing,MENU_ATTR_FOR,b-ZNdV9ytExuxPTXSN8i2xhw
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_ASPECT,Food
u-vuwSLU49A-NgW9S5uAvJxw,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Chicken_Pakora
u-u-NbxbNdh7GZGnwxXUitYg,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-QEhxK_P9LgP_rDS6Pi0EHw
Kebab,IS,Kebab_Tasty
Food_Great,ASPECT_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
Chicken_Biryani_Amazing,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
u-nV-0o4NVrcOtIY4w_t32LA,WRITE_REVIEW,r-pTQp1wdfK8kcochf8YxvrA
Food,IS,Food_Fresh
u-ySzbcro0xZoz0xfbhm75YQ,RATE,b-idrN6XWKErG6nKDsEMNbOQ
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_ASPECT,Food
u-Ci_uvDAU3i39Nva7JpYBig,WRITE_REVIEW,r-WP5i-nfRrYDRfeZ9S9Sbmg
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-7Vg2isFRWA01DknHviFjGQ
u-SCe2nY8q7x1Lozwf4tqU3w,RATE,b-xA6L2w_TlbxHubb1xeBE8w
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Food
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Naan
u-gGBvIbHi5_a8pbWfwEvslQ,VISIT,b-Ksk5cLav4OtbUtpRGp5b4g
b--p-CuUMzN0HQz9OCQ8SZOA,HAS_MENU,Tandoori_Chicken
Food,IS,Food_Good
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-SulFxqmf801hkkR7Wh0JQQ
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-UGU-HrHG6OKq9JPfuMpEhw
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_ASPECT,Food
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-hoCARuX2ueG8la2K2PCPEw
u-KDuNx3_30KQtpgssaTAbag,WRITE_REVIEW,r-05uRuO_r1rTWQ3ZsZVO8yg
b-0zTLMQOZhiCp9GFtegiFsw,HAS_MENU,Naan
u-LGuqeCJMZnxO-C8h8RnoSw,VISIT,b-XNL6PRXaQxyDO2yeBdy11w
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Masala_Dosa
b-rYziPPEILDXJ_F5uKR--YQ,HAS_REVIEW,r-QrRvzgx4iZ5UPhmds9Cw1w
b-c4qE3ygdEQUD9dZjganavA,HAS_ASPECT,Service
u-oif4M6LGAnXulFQVI6PH3A,VISIT,b-TTCZkfxt0GW8YUzdVe0PrA
Food,IS,Food_Phenomenal
u-rlqSOqnC4IDP612W2DlYLw,WRITE_REVIEW,r-bA9_SyRS3Z3h5IgMpEgt-A
u-6Ki3bAL0wx9ymbdJqbSWMA,WRITE_REVIEW,r-epl6ZBunmDeoiuv3IeXeLw
u--9b4s874f_CnznTu4JorRg,VISIT,b-COfzp0tze_F8N13zn40zzg
u-MW2pHbbkYIh92CWfpi6q1g,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
Pindi_Chana,IS,Pindi_Chana_Delicious
Food,IS,Food_Good
Food_Good,ASPECT_ATTR_FOR,b-Ksk5cLav4OtbUtpRGp5b4g
u-Pp-v2RxM0TIXj1AMsThyVQ,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-9NoRiH8iPwhfL-Yc1Vjovg
u-ZzYg2hA4SdhrBWyVs-yPCw,RATE,b-tIXpNWE6R1yadAThbSefHw
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_REVIEW,r-HB7qTdgkKbhloeYBNcFsfA
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_MENU,Chicken
b-3frFidAcPVYAFB2RxxkIdA,HAS_REVIEW,r-sbGJhXL4RyX-16z0pEEX0w
u-nF7HqWWPidIU673H92Jiog,RATE,b-SxuD7iY8QO88PNbSdNmNKg
u-hTmPK8GhGXOKgFig4pMNmA,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
Mango_Lassi,IS,Mango_Lassi_Fine
u-reTQJhMnHo5wIohGR6xSOg,WRITE_REVIEW,r-8vecFdOLq-f7Pp0yldFRyA
u-9ALVNSHgqSr4CYt6ArJpFw,RATE,b-ZJ0gQp0fcnIDiZv0m9--Gg
Cheap,MENU_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
Naan,IS,Warm
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Food
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-50MWV7Swnn_O0tkvKewCgQ
b-0cf-w9PK5gLkBkitL3bdqw,HAS_MENU,Meatballs
Food_Fast,ASPECT_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
Food_Well,ASPECT_ATTR_FOR,b-eRZuxjnaMviiVyvhejwTBQ
Veg_Manchurian_Bad,MENU_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-NiDw-eIsrAPoAZBjzVJRCA,RATE,b-De8Z9rLZOmf-icp3gDxCZA
u-8ERB5c1CaRkW990-RNG7zQ,VISIT,b-35KvoWbA3kEsdckaWqG3OA
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-EmIYTJjbcuBADjrxyicTUQ
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_ASPECT,Customer_Service
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Service
b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Paneer_Pieces
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Price
Service,IS,Service_Attentive
Chicken_Kebab_Hard,MENU_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
Rude,ASPECT_ATTR_FOR,b-tIXpNWE6R1yadAThbSefHw
u-YixeCHCwKdBTDCMnD_LlRQ,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
u-kXufUeBbx4fZDXYRrG0uoA,WRITE_REVIEW,r-rbfh7o8W2jokPkcXw3oGJA
b-vZu3xxlMQSqFngDgdFLfXg,HAS_MENU,Aloo_Jalfrezi
u-OG3-lPmdf3SAOwyCgW03Tg,WRITE_REVIEW,r-kSXnq0CQKI0KT9CHIA-U8w
u-HazSV7hH9YrbDL6lOpS5Dg,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-O4vctHN4swh5WKIulZ8ubQ,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Curry
Staff,IS,Staff_Friendly
u-4BODhptVEvhAIYOL6ngajA,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
u-fNqVLJ6l19eqJaMV-hk-xw,VISIT,b-nbf4o8gUP2y9JKFE2wBO2A
Price,IS,Good
u-rEVrHXlCNGQNOfWDKxOnTQ,WRITE_REVIEW,r-X83ImidV3lOMdxYHobVBNw
Price,IS,Price_Reasonable
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-90G0xxmbRSpVigj_qCNIDw
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-Bu9sRc29iqRMUnBrF-2gvw
b-SxuD7iY8QO88PNbSdNmNKg,HAS_MENU,Madras_Coffee
b-tIXpNWE6R1yadAThbSefHw,HAS_REVIEW,r-dZJSNej7NFRo8DT10x7VQg
u-jJCPbzLsomuw--fsWRJKVA,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
Food,IS,Food_Great
u-oS4LtlOtlnbpS7c-2NVEYQ,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
Tandoori_Chicken_Great,MENU_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-8q4qgrHmNn2OHLb8g3nHGQ,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Salad
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
Food,IS,Lukewarm
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_ASPECT,Price
Plain_Super,MENU_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-jMHlwDq5b2zqhV5TyyFKPA,WRITE_REVIEW,r-4SvS5gygIj85IdJ4bzk-Ww
b-S4qUsi44l5D9BbUCkhwQEA,HAS_REVIEW,r-EHSo3-r6g9mvhQRpRyFwIA
b-eRZuxjnaMviiVyvhejwTBQ,HAS_ASPECT,Food
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_MENU,Naan
u-XLMpKbIsNOH1DcQN4knRjQ,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
Service,IS,Service_Inconsistent
b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Food
b-mOsKIonnlHllP9gfbXdgnQ,HAS_MENU,Biryani
u--RDIhvdYrhOAqDF232pCnw,RATE,b-LZWXP-D4YPlzsFjVx6b9XA
Food,IS,Food_Delicious
u-SpXtZ--ccIMahzjkYlx4lA,WRITE_REVIEW,r-m0KAC8u-OBCWrnYnIw7cxA
b-BoiAZQB9AHRvazM055GFOw,HAS_MENU,Garlic_Naan
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
u-3p66LPQoaDIrA7fMoq9t8A,ORDER,Schezwan_Chicken
u-tqFHH39dnYG8xDDQrHzpyg,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
Crispy_Ginger_Beef,IS,Crispy_Ginger_Beef_Good
u-dmBFg8wn9o5xt3M8THG_nw,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-gQA90bgLe6tpVCcNS8wN0A,RATE,b-kG0N5urz2lkPEBDPjqFR3w
u-3ckX2hhMUlLpfbCrYcIqrQ,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
u-ufRKH6kV_n6h5lsmuOr5ig,VISIT,b-RE4qn28MEiDrM1PbdYVgxA
Service_Inattentive,ASPECT_ATTR_FOR,b-CB99Ifh4OnBTnuNdRjj_fQ
u-9W01kWLg2ci7IONKA6nKGg,VISIT,b-GC9Re0tKAnecMww3DB638g
b-kfwpXBsMQLqhUvscWB6b9g,HAS_ASPECT,Food
u-zvXz3SSLD7EtaKYPAzhEPg,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
Tandori_Chicken_Flavourful,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
u-QtKp6zUk4fHDxMms4rCQ7Q,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
u-PPSljqrvJ1AuIp4mi12qAg,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
u-LxOq8BrpU5xGT7iLcv6_Yw,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-_t3yVUNXiVViElItjReGfA
b-3frFidAcPVYAFB2RxxkIdA,HAS_MENU,Rice_Pudding
u-tIbL7mV0a0aOSg8ks4asnw,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-oTxGGK2ppKQPEyWtcinL8w,RATE,b-qMw7mFHAjgG7qN82aXmeZg
u-842i3p5IxaakeoGPlBEchA,VISIT,b-W_9ophRRWO924hn1S-y2Hg
b-qcqDjeirxvdgW5kQVkEwSA,HAS_ASPECT,Music
Mantra_Masala,IS,Mantra_Masala_Dead
u-NftDx7ER0iz2o8zP9jpkyA,WRITE_REVIEW,r-1QyJ6z5atygcnse9qbcyAw
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Saag_Paneer
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-aRuf_KdRw_RImXkwsXNcLg
Sweets,IS,Sweets_Decent
u-OG3-lPmdf3SAOwyCgW03Tg,ORDER,Curry
Excellent,ASPECT_ATTR_FOR,b-7vgWonwfqRt9pxR1c00Ulw
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-sL6u_vv0hqd8mtVMVLlcGQ
Shrimp_Pakora_Amazing,MENU_ATTR_FOR,b-AZKhBlrI5vgTBm3j9WwnbA
Food_Good,ASPECT_ATTR_FOR,b-pU7L-CQpl4syUwfEGAlb8g
u-Hf0J8ocx_-N9jvqYEAQrsg,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
Naan_Soft,MENU_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
u-XEqApY2jtSPdGptPsJHumg,VISIT,b-geMa0_CtMOctkUhf_JXK9Q
Masala_Coffee_Nice,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-e4X4ulW39K72b5RT711soA
u-5Dw8l-8pBUGAenTqgLLe-A,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
Staff,IS,Staff_Ready
u-P41ptyME4S7rLnejVGJmUA,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-332vfr7Wud2u0TQrpTzlDw
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-g0Z_xbVsSbKK2DtACGWecw
u-g9MYC0QTNPPmbIdrtdan9A,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-9I_bGtq4ArV_dg4crERv_Q,WRITE_REVIEW,r--Ff2CklHhhiKK_OciJlPrA
u-YMukWT5iKil779e0pV15QA,RATE,b-7vgWonwfqRt9pxR1c00Ulw
u-GxaSl-OEmnmTZ5AxC5S8Tg,RATE,b-TTCZkfxt0GW8YUzdVe0PrA
u-7h4_BoZOk9zq6Xf3sX4Jqg,RATE,b-kG0N5urz2lkPEBDPjqFR3w
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-EZ09BHbNiDgXmjjnVIwO-w
u-iJCtRAlSvxiUuKlVAnsq0A,RATE,b-BxkVct02QHybp54ATZgkUQ
u-ubaFKQ5bG0as6tVfbI-H9g,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Mint_Chutney
u-83MxvjpOYHJ7ocGwYYi7qA,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
u-owlUazXSDLaxlOV7z8181g,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-Nxwfqv4rfA-lXQYxdg_b6Q
b-8PZGCtgG5MZKvz9i3B9gCA,IS,Good
u-4lvyTtfuz4a1NuOwH22jMA,WRITE_REVIEW,r-ZsgXMCeR41Y3QwTK6Pkxyg
Naan_Good,MENU_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-oHRNtONCszFd88w2g8k-XQ
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-Ds68bmZtw76LT44NCcZAsQ
u-0__aXuQg8UpSvtDw6DijcQ,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
Ambience,IS,Ambience_Bad
u-URYMJ8cqvUXjI9LMlIwycg,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
u-YwaKGmRNnSa3R3N4Hf9jLw,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
u-uV-Q2ArVcK2BfiQgdQOebA,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-7xIb1fMBhgaK_XHXQrjqFw
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_MENU,Dinner
u-L7I8V10Ea7Fs3cb_cQRzGw,RATE,b-BoiAZQB9AHRvazM055GFOw
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-9IxkYoPXtN5RxCt5Hl210w
Naan_Awful,MENU_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
b-kfwpXBsMQLqhUvscWB6b9g,HAS_MENU,Donuts
Price,IS,Price_Great
u-uAa4rCVMiUi5TIACnfWdUg,WRITE_REVIEW,r-G8GGtZp9P739AEFP-tU63g
u-mhrMIkK4Ag8RaNiqHf0mFQ,ORDER,Egg_Dosa
Roti,IS,Roti_Hard
b-0zTLMQOZhiCp9GFtegiFsw,HAS_ASPECT,Food
u-XXVEuojRkBY-ffo97XSy8Q,RATE,b-YywWkWX235ZurTWSLqNPog
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
u-ONRLfyEi7-exqKlfWiRC4A,ORDER,Fruit
u-U8fdPp1kx-yd7Zvx9feGxQ,RECOMMEND,b-Dd1w7xR7Xs3bthwusgy33Q
u-BP0Qe_iFslyq7t6Xugvzrg,RATE,b-mOsKIonnlHllP9gfbXdgnQ
Staff_Weird,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Jeera_Rice
u-Y5jM9E19wy_x-Pxvs_eFhw,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
Food,IS,Food_Good
u-QV--kQ_uEgjn3qzboKPq6Q,RATE,b-gA4bnK91phT5FTzG4ki3Dw
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-Qvyh1ObX431JUxKPwJBj-g
b-kfwpXBsMQLqhUvscWB6b9g,HAS_REVIEW,r-oqJ0uZjkvCX9tbqqSUPoCQ
Service_Poor,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
u-VnVoplb5vrdB2EU1GzzHsA,WRITE_REVIEW,r-02OAAFq4U875JIXo8iAFrg
Food,IS,Food_Delicious
b-xSuR0FK8cHzBLXowCV3Pyw,HAS_REVIEW,r-XmlPo_fgiQ7wuBRzjwfDYw
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-2T_y94XbzQvunPegpMA1Ew
u-6AA1GvMABY54hfHBEoaJoA,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
Chutney,IS,Chutney_Terrible
u-7DBDjEN6SnVgLe5zWOe-FA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
Service,IS,Service_Friendly
u-3FKU31oWneVqlPFamYOfHQ,RATE,b-gA4bnK91phT5FTzG4ki3Dw
u-FkD-nunEpZHQQnC0zwxFdA,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
u-fhH6XRdzD4gn8O51z37xgw,RATE,b-0zTLMQOZhiCp9GFtegiFsw
u-1ZzOs18zciLBYMZ2cQv58A,VISIT,b-ZDx7kt4aOPTlmYTqXDrTGA
u-3aGRbM1U4iABY7CLsMOxFQ,RATE,b-k9PfKE7KfztoMpOSx25UpA
u-j58hmvZSFl77g5m1TXIj5w,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
u-31CoeSXW_5LXXVeXM-sv5A,WRITE_REVIEW,r-n8YgSRRcWl1IqX8C0yTsWA
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Pakora
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Butter_Chicken
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_MENU,Chaats
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_REVIEW,r-QR4j8Vis96gH9FUixifczQ
u-jbGyX_1V9ltMMM9uDr2Cyg,WRITE_REVIEW,r-afzy3_uFVfHX0t8rCBkFUw
u-rcUun0KBLWNWz05Q1StMAQ,RATE,b-MgsOZpYSntKSCzNROiWgYQ
u-h3q-Y8pf1-_0jKgdEj29Uw,VISIT,b-qMw7mFHAjgG7qN82aXmeZg
u-puKCWAzXbY4QfpMBOkVEKg,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-wWHeaOS28fnCnFN1Pmo3xg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
u-5H-pw69ccRDyoFnjwV9vNw,WRITE_REVIEW,r-U0NO828XgiSD6ISH14C9IQ
Price,IS,Price_Cheap
b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-6agge8R5MESsn8xBKyQJGw
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Food
u-RZ4uVaorzaWMjeCBxCU55g,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
u-Nx4R_BdL5nspyQOgG3VwUQ,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
Service_Great,ASPECT_ATTR_FOR,b-tIXpNWE6R1yadAThbSefHw
b-f7RXwcus_-EOsR0q5ctVjw,HAS_MENU,Chicken_Tikka
Food,IS,Food_Delicious
b-UaMq3DUhtkoZ5WCEQm2T9g,HAS_REVIEW,r-xML-_pKD8CDzTE8TLpOxNg
u-fROiNAWBR6fcknpkx9wEHg,RATE,b-De8Z9rLZOmf-icp3gDxCZA
u-2rcc5LNa6DUA7PlUJZX0GA,WRITE_REVIEW,r-4Ssv9YKfaWzMJJE5iOjYEA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Samosa
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-ipbOruQs-TsEG_r9hSR-KA
u-l1_wMl2pGWlhcijYFOxZ7Q,VISIT,b-NHDdAZJqS3cf_K6HYxoQ9w
u-79uQM6mAgJJcmYRtMO_u1Q,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
Service,IS,Service_Excellent
u-Vd6N3Dc9rtho-hOspaKQSg,RATE,b-DKqhCd3Vwl3CEo8vUHhLYg
u-O4Dim1eKErdBdKWUGpMxvQ,ORDER,Raita
Chicken_Vindaloo,IS,Chicken_Vindaloo_Excellent
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_ASPECT,Staff
u-4_YXHsStJdeo3w3C7crAkw,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-YywWkWX235ZurTWSLqNPog,HAS_ASPECT,Food
u-rZwAyWdColv0XQu1VAMpPQ,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_ASPECT,Food
Food,IS,Food_Good
u-Rm3tscU-ExwqXp3xkN-1Sg,RATE,b-jb0-JZMt-6Khsh-VwsDtLQ
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Mango_Lassi
u-tXODlx_LxvLEgPIbLCgDjQ,RATE,b-COfzp0tze_F8N13zn40zzg
u-FBxXJxAy_zPUAxlJDTHaVQ,WRITE_REVIEW,r-Mg1dVbcrAsT3KIBGwRt1_g
Bread,IS,Bread_Delicious
u-D8EZh_bu2GRLDAS8vH7BeA,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_ASPECT,Parking
Brampton-Canada,LOCATED_IN,Canada
Price,IS,Price_Great
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r-BrXyvkXUR6zZSZ9aj9Du9w
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-unDE_iPvmr1ZlLzQ-hGWFg
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-_78LIBa0lGlI-7yuzx9-pg
u-SCqi8N3vP4qIcF5ezzWzzQ,WRITE_REVIEW,r-OEwHJ-s69l0PPrlEaBwPAw
Chicken_Biryani_Good,MENU_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
Chicken_Tikka_Masala,IS,Chicken_Tikka_Masala_Inspire
Amazing,MENU_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
u-Fzw-tMEWls7A6fN-UIdJpQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
u-XlJlUXOW96CYDphHojR3pw,WRITE_REVIEW,r-sAy-cKphu90uQ5Ns6VtIlw
u-l00a55GxJQXTFVqm9yLGzw,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
u-re6Tp9Q8nCKXOjggP8m1JA,RATE,b-scM6rLQqoz5dEIgwz_JFsg
Naan_Bad,MENU_ATTR_FOR,b-_X0M7EMx475KZSX9wAsmgg
u-wffnrXJoLppOlvNOZKU70A,ORDER,Naan_Bread
u-9IRuYmy5YmhtNQ6ei1p-uQ,ORDER,Pani_Puri
u-rQaSxi5bNINL8jo9AUK05w,ORDER,Goat
u-nNjaWd2seeh5pbAj5GFbRQ,VISIT,b-YywWkWX235ZurTWSLqNPog
Well,ASPECT_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
u-BZI6gBPd60ThqN7fMZcQSw,WRITE_REVIEW,r-Au5q_98OHsz0mMiAoLiFvA
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-zlpaENZTPGKTNt8r-1lbjg
b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-aqY4g4IUqWAU8Pw3xLOfMw
